the_review,topics
"Good sound quality, but the mic is a little quiet and I ended up with a short in the wire very quickly. Shows me as always talking and my friends say there’s a low pitch buzz always coming from the mic.",keyboard_speakers
The wires are flimsy around the audio jack and mic jack. To the point that you have to adjust them a specific way to get sound to come out of both sides of the headset. Accidently move the wire and you have to try to readjust it.,keyboard_speakers
"Max volume is still very low, you can barely hear.",keyboard_speakers
Not as loud as I wanted but still a great buy and came with adapter. I will probably like it more with more use.,mouse
Great,headphone
"My husband is fascinated with these! He loves the colors, the lights, & the quality. Definitely a good buy!",headphone
Great value for the price. Meets my needs perfectly.,headphone
"Nothing to envy to a $200 headsets, for that price im more than pleased",headphone
"got for my 6 year old, fit his head perfectly!",headphone
My son loves them!,headphone
"Inexpensive, fits over my ears, so no ear pain like other headsets, descent sound quality.",keyboard_speakers
"The headset was fine at first, but after a week or two the mic barely picks anything up.",keyboard_speakers
Used it for ps5. Works great,headphone
My boyfriend uses them for his PlayStation and have used them to listen to music from his cellphone. He is in love with them!,headphone
For the price you really can’t beat this deal. The sound is great and they are comfortable.,headphone
Plug n play east to use sound and audio works great,headphone
The sound quality is amazing for gaming! Cancels out noise very well,headphone
The headset looks cool but the mic is too loud and muffled.,keyboard_speakers
"This product was a little disappointing to be honest. For one, I wish I had paid attention to the fact that this is not wireless. Second, the lights don't come on with mic jack. Which sure it wouldn't make sense to but it really should have just been a USB with an adaptor. Otherwise if you don't care about lights, it works fine. I'd say it's better suited for PC gaming since usually there's a mic jack next to a USB port. But not for consoles. Its not the worst. Just the sound quality is kind of minimal. It doesn't play music too well. It can get loud but then the sound gets shrill amd will induce headach. Truthfully, I wouldn't buy this again.",keyboard_speakers
Not happy with this headset. Other gamers complained about the background sounds and made a remark about buying a cheap headset.,keyboard_speakers
