review_title,review_title_length,the_review,the_review_length,review_score,year,month,month_name,day
Didn’t work,2,"I don’t know about the quality because I don’t use it, but it was Used by an 8 year old and his 5 year old brother for many months and has not Broken yet. So I know it’s sturdy.",39,1.0,2022,10,October,11
Fantastic,1,These noise canceling headphones do not have hardware and software that is actually known as noise canceling in them. It merely refers to the fact that the headphones go over your ears and do a minimal job of blocking outside noise. These headphones do play noise and it does have a microphone but if you're looking for something that has actual noise canceling tech in it look elsewhere.,68,5.0,2022,10,October,11
Doesnt light up like it states,6,Didn’t work when I first bought it and did t even bother with the refund don’t waste your time go to Best Buy.,23,3.0,2022,10,October,11
LOVE THIS,2,Love these!  First timer with this brand and I am very happy with the sound quality and comfort of this headset!!  Cord is very long for my use on a ps4/5 but prob very helpful for pc users,38,5.0,2022,10,October,11
It is what it is for the price,8,"Cant hear that well, doesnt light up as stated in ad.",11,4.0,2022,10,October,10
Doesn't work and exposed wires.,5, For the price it’s really amazing it just doesn’t light up how I thought it would connected via just the headphone jack but overall it’s great ! I want to get a pink one as well,36,1.0,2022,10,October,10
"Great device, but feels very cheap",6,You get what you get for its price,8,2.0,2022,10,October,10
Great at first but only lasted 5 months,8,Wires are exposed and the headset doesn't work. Unfortunately the box was thrown out so I cannot return it.,19,3.0,2022,10,October,09
Wouldn’t recommend,2,"The thumbnail makes this look like it is a Class A headset and to it's credit, the sound quality is better than any set of earbuds or headphones that I have ever used. However; the build quality is very poor. It feels cheap. The plastic feels like something that would be purchased in a dollar store. I purchased something that looked similar on here about a year ago and it surprised me in the complete opposite way leading me to believe that you do not need a big brand name or tons of positive reviews to get a good decent product, but I guess lightning doesn't always strike twice. I kept these since it didn't seem worth the hassle in returning them and it is still good to have a backup set, especially one that I don't care about, but if I had a choice to purchase a different pair, I would and I am advising you to do the same.",161,1.0,2022,10,October,09
Perfect,1,"Headphones were great for my son, the ear cushions were comfortable and overall the headphones fit great. The other ones he had started to be too small for him. He loved the lights and to be able to mute the mic from the headphones. On the downside they only lasted him 5 months, at first the mic kept going in and out, them the sound started acting up. Now I have to get a replacement. At least these headphones didn't physically fall apart like others have.",86,5.0,2022,10,October,08
Mic never worked,3,They didn’t work,3,1.0,2022,10,October,08
"These are McDonald’s, I’m loving it!",6,"These are exactly what I was looking for, and I got then half off as well. I would definitely recommend. I have seen that people were having issues with the mic on a Nintendo Switch but it works for me. It works for my PC, Nintendo Switch, and even my phone. The price is cheap but the quality is high. They are also very comfortable, I hate using headphones, but these Gaming Headphones are great for just about everything. 5 stars, hands down.",83,4.0,2022,10,October,08
Not compatible even tho it says it is to PC,10,"Got this as a birthday present. Sounds quality was ok, but the max sound is not very high. I could also never get the mic to work even after about an hour troubleshooting. Would not recommend to other buyers. Spend a few more bucks for something better quality if you plan to game often.",54,2.0,2022,10,October,07
I bought one... then another.,5,Really Cool setup. Only drawback is you have to order a usb adapter separate to use the light function on a ps4.,22,4.0,2022,10,October,07
Good bang for your buck,5,Was not PC compatible,4,4.0,2022,10,October,07
Cheap Garbage,2,"I bought one of these for my son to replace the old broken one he had. After getting this setup, I tried them and was pretty impressed with the sound quality... so I ordered another one.Honestly, for the price it exceeds my expectation. It works and the bass is solid. Buy it!",52,1.0,2022,10,October,07
Not recognized by PC,4,"Decent headphones. My sons both have ordered a pair and while they generally work pretty well they have had a few hangups with them while playing games. Sometimes they have to be plugged and unplugged a couple times before the sound works, and sometimes it just doesn't seem to want to work at all (and yes, the volume is up). But overall they work about 95% of the time and they were pretty cheap, so...",75,1.0,2022,10,October,07
No bueno,2,"The headphones themselves are okay, but the microphone is horrible. It's not flexible or adjustable in any way, so you can't actually get close enough to it to sound better than muffled to anyone else in a voice chat. It sounds like you're speaking through a wad of cotton or from another room. I have no idea how this has gotten so many five-star reviews when the microphone is so so bad.",72,1.0,2022,10,October,07
Wrong color,2,"For some reason this headset would not get recognized by my PC, despite the product saying it is PC friendly. Very disappointed and PCers cautioned!",25,4.0,2022,10,October,06
good for gaming,3,"I use this headset for my PS4 and the microphone doesn’t work. Unfortunately, my friends can barely hear my voice if not at all. I’ve noticed the sound quality is very low as well; even in high volume. It doesn’t light up unless plugged into a computer and when plugged into my laptop it doesn’t connect. I pray it’ll get better soon..",62,4.0,2022,10,October,06
Get what you pay for,5,Mine came in the wrong color but regardless they are still pretty good headphones I guess you just have to talk loud into them kinda,25,3.0,2022,10,October,06
It’s okay,2,they last about 1 year,5,3.0,2022,10,October,06
Happy I read the reviews,5,My 7 year old didn’t care for them.  Mic was to short. Sound quality was subpar,16,5.0,2022,10,October,06
"Very durable , comfortable, and great sound quality! I",9,This mic is great for gaming but bad for chatting,10,5.0,2022,10,October,06
Great product !,3,Got these for my nephew and he’s soo happy the color is vibrant and we love that we can’t hear his game. Lol,23,5.0,2022,10,October,06
Ok headphones,2,Perfect for a child  for gaming and sound quality. Great price,11,4.0,2022,10,October,05
You get what you pay for,6,The reliability of the headphones working is an issue.They were used for gaming.,13,3.0,2022,10,October,05
Broke within first month,4,Make sure you keep an eye on kiddos with these headphones overall they are great in sound and support,19,1.0,2022,10,October,05
